stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
112.9,54.4,0.88,42,1.15,36N30P,3.5,4.352,2.5787,0.92,2.55
55.9,10.8,0.73,82,1.17,9N6P,74.0,0.081,0.1236,0.94,0.12
53.6,14.8,0.5,14,1.25,36N30P,80.5,0.163,0.12,1.0,0.16
89.8,57.2,0.82,47,1.16,9N6P,15.7,2.12,0.6058,0.93,1.7
94.3,39.4,0.97,79,1.26,18N16P,6.4,2.248,1.5938,1.01,1.29
67.4,59.5,0.51,56,1.26,24N20P,5.7,0.967,1.6412,1.01,0.99
53.9,19.2,0.65,51,1.28,12N14P,48.7,0.19,0.1929,1.02,0.21
90.9,38.4,0.62,33,1.28,18N16P,14.5,1.466,0.643,1.02,1.17
73.5,53.2,0.52,22,1.25,9N6P,41.3,1.497,0.2343,1.0,1.06
88.3,52.1,0.56,14,1.12,36N30P,14.4,2.058,0.6302,0.9,1.49
109.0,56.6,0.92,38,1.29,12N14P,11.0,5.259,0.8744,1.03,2.47
109.3,15.0,0.75,10,1.24,12N10P,157.6,1.139,0.0591,0.99,0.66
62.1,33.7,0.55,14,1.29,36N30P,28.3,0.638,0.3274,1.03,0.48
68.6,53.5,0.93,86,1.29,24N20P,3.9,1.31,2.3131,1.03,0.93
84.0,18.4,0.89,57,1.2,12N10P,29.0,0.663,0.3034,0.96,0.48
45.1,36.6,0.64,11,1.24,24N20P,67.5,0.221,0.1276,0.99,0.27
114.5,30.8,0.9,48,1.26,24N20P,7.8,2.532,1.2358,1.01,1.48
82.1,42.5,0.95,85,1.22,12N10P,8.2,1.558,1.0349,0.98,1.05
40.3,52.2,0.67,70,1.13,12N8P,21.3,0.2,0.4676,0.9,0.31
92.9,34.0,0.64,69,1.22,36N30P,4.2,1.775,2.3185,0.98,1.08
60.9,49.3,0.61,61,1.28,12N8P,13.3,0.749,0.6741,1.02,0.67
52.2,40.5,0.87,70,1.28,9N6P,22.8,0.313,0.3992,1.02,0.41
96.1,46.6,0.54,50,1.23,24N20P,6.1,2.036,1.608,0.98,1.58
47.9,41.8,0.87,20,1.17,36N30P,24.0,0.287,0.3928,0.94,0.35
77.4,47.0,0.73,28,1.1,24N22P,15.2,1.133,0.6457,0.88,1.03
115.2,15.3,0.54,86,1.25,24N20P,7.5,1.521,1.1097,1.0,0.75
64.7,44.2,0.77,99,1.12,12N10P,10.8,0.752,0.9059,0.9,0.68
82.4,34.4,0.67,89,1.21,18N16P,7.1,1.261,1.3253,0.97,0.86
119.9,56.6,0.94,87,1.23,18N16P,3.0,5.468,3.156,0.98,2.99
85.4,20.7,0.9,14,1.25,18N16P,71.9,0.982,0.1332,1.0,0.55
63.6,18.3,0.9,88,1.13,12N8P,27.5,0.196,0.3281,0.9,0.27
90.7,19.7,1.0,97,1.2,18N16P,11.1,1.008,0.894,0.96,0.6
46.1,54.1,0.81,41,1.28,24N22P,13.2,0.287,0.7331,1.02,0.42
100.2,36.4,0.91,34,1.14,12N14P,24.0,2.161,0.4078,0.91,1.34
94.5,48.9,0.84,21,1.11,12N8P,32.2,2.046,0.311,0.89,1.61
85.1,41.2,0.84,75,1.14,24N22P,5.4,1.049,1.7249,0.91,1.1
73.1,28.7,0.67,69,1.23,12N14P,19.0,0.588,0.5135,0.98,0.56
58.6,34.7,0.95,47,1.18,18N16P,21.0,0.458,0.476,0.94,0.44
115.7,17.7,0.97,42,1.17,18N16P,22.4,1.337,0.4365,0.94,0.87
66.0,16.5,1.0,11,1.19,12N10P,235.6,0.235,0.0403,0.95,0.26
83.9,18.2,0.94,31,1.25,18N16P,35.9,0.767,0.2542,1.0,0.47
91.0,49.0,0.87,88,1.2,12N14P,7.1,2.332,1.3562,0.96,1.49
57.8,22.3,0.65,31,1.23,36N30P,22.3,0.279,0.4222,0.98,0.27
79.2,52.2,0.95,45,1.15,12N14P,15.7,1.61,0.611,0.92,1.2
93.7,42.6,0.98,97,1.23,12N14P,7.3,1.787,1.3674,0.98,1.37
103.2,21.8,0.98,98,1.16,12N10P,11.7,1.221,0.7368,0.93,0.85
63.2,35.6,0.65,82,1.27,18N16P,9.1,0.522,1.0097,1.02,0.52
89.8,39.6,0.84,22,1.24,18N16P,22.0,1.559,0.4194,0.99,1.17
102.3,18.5,0.99,25,1.25,24N22P,29.1,1.215,0.3405,1.0,0.71
46.1,51.0,0.89,97,1.23,12N10P,11.0,0.253,0.7808,0.98,0.4
61.9,38.6,0.55,13,1.14,24N20P,52.8,0.431,0.2044,0.91,0.54
109.4,48.0,0.64,53,1.12,24N20P,5.0,3.302,1.8185,0.9,2.11
52.8,56.1,0.94,77,1.11,24N20P,6.5,0.321,1.4169,0.89,0.57
85.5,11.0,0.71,11,1.14,12N14P,287.7,0.479,0.0341,0.91,0.3
57.3,20.4,0.64,14,1.21,12N14P,178.9,0.257,0.0567,0.97,0.25
65.0,31.0,0.92,32,1.11,12N14P,46.9,0.403,0.2029,0.89,0.48
78.5,55.6,0.76,69,1.25,18N16P,6.1,1.849,1.6257,1.0,1.26
85.0,42.8,0.68,61,1.17,12N14P,12.4,1.206,0.7518,0.94,1.14
95.9,59.9,0.88,41,1.2,12N14P,12.1,2.682,0.8151,0.96,2.02
73.7,32.6,0.89,22,1.14,12N10P,55.0,0.538,0.172,0.91,0.65
47.6,25.6,0.92,82,1.23,18N16P,18.4,0.173,0.5131,0.98,0.21
81.3,51.7,0.9,80,1.28,36N30P,2.4,2.017,3.6996,1.02,1.26
99.3,48.2,0.68,53,1.21,12N14P,10.8,2.21,0.8923,0.97,1.75
91.5,44.7,0.9,52,1.3,24N22P,5.7,2.339,1.5911,1.04,1.38
82.9,17.0,0.59,76,1.2,36N30P,8.4,0.561,1.1199,0.96,0.43
115.0,28.4,0.92,99,1.29,9N6P,10.9,3.0,0.9058,1.03,1.38
62.2,22.2,0.8,71,1.13,12N8P,30.1,0.236,0.3154,0.9,0.32
74.3,37.1,0.92,63,1.2,18N16P,11.5,1.101,0.8916,0.96,0.75
110.2,16.8,0.66,82,1.16,12N8P,18.3,1.26,0.5134,0.93,0.75
56.2,15.7,0.8,11,1.27,24N20P,143.8,0.146,0.0699,1.02,0.18
107.2,32.0,0.79,79,1.3,24N22P,5.0,2.89,2.0447,1.04,1.35
70.4,43.9,0.7,85,1.29,24N20P,4.9,1.026,1.9495,1.03,0.8
101.6,21.9,0.53,92,1.2,12N10P,13.0,1.272,0.7181,0.96,0.83
44.3,32.4,0.87,60,1.16,12N8P,34.6,0.166,0.2777,0.93,0.23
112.9,53.8,0.86,31,1.17,24N20P,7.7,3.523,1.2775,0.94,2.52
57.0,57.0,0.65,49,1.15,12N10P,18.2,0.613,0.524,0.92,0.68
90.3,53.5,0.51,47,1.13,12N14P,11.7,1.929,0.7489,0.9,1.6
47.0,35.0,0.62,91,1.18,12N14P,20.5,0.209,0.5024,0.94,0.28
105.1,54.3,0.53,67,1.17,24N22P,3.5,3.618,2.617,0.94,2.2
62.7,34.2,0.53,70,1.29,12N8P,16.2,0.503,0.5598,1.03,0.49
70.0,41.2,0.89,55,1.14,9N6P,24.7,0.843,0.3864,0.91,0.74
69.1,10.1,1.0,35,1.16,12N14P,120.7,0.15,0.0802,0.93,0.18
91.2,37.0,0.54,35,1.25,24N22P,11.1,1.502,0.861,1.0,1.13
48.1,34.8,0.88,45,1.24,9N6P,47.4,0.274,0.1957,0.99,0.3
105.0,35.2,0.97,91,1.28,24N20P,3.9,2.536,2.4826,1.02,1.43
86.4,20.2,0.89,81,1.16,18N16P,13.6,0.808,0.7067,0.93,0.55
89.1,12.3,0.91,71,1.23,9N6P,47.1,0.596,0.2063,0.98,0.36
42.5,45.4,0.66,37,1.16,12N14P,39.9,0.159,0.2336,0.93,0.3
109.8,46.8,0.7,65,1.16,9N6P,11.8,3.38,0.8461,0.93,2.07
110.3,54.2,0.97,63,1.26,12N14P,6.9,4.812,1.3704,1.01,2.42
99.4,36.0,0.82,51,1.22,24N20P,7.6,2.125,1.2883,0.98,1.31
82.3,46.5,0.58,31,1.15,24N22P,12.5,1.791,0.7927,0.92,1.16
63.0,42.3,0.93,72,1.29,12N10P,13.7,0.54,0.7001,1.03,0.62
59.3,20.2,0.6,79,1.29,12N8P,26.7,0.278,0.3509,1.03,0.26
99.0,32.2,0.84,52,1.22,36N30P,5.4,1.687,1.7539,0.98,1.16
58.8,22.9,0.9,92,1.25,24N20P,10.5,0.296,0.8743,1.0,0.29
113.0,28.8,0.74,49,1.19,12N14P,16.8,2.757,0.5522,0.95,1.35
100.6,40.8,0.74,28,1.27,18N16P,14.7,2.066,0.6353,1.02,1.52
40.3,39.9,0.91,98,1.12,12N8P,19.9,0.127,0.4855,0.9,0.24
49.8,15.0,0.95,39,1.3,9N6P,120.9,0.093,0.0791,1.04,0.14
42.4,20.8,0.82,44,1.13,12N8P,80.0,0.072,0.122,0.9,0.14
113.0,13.4,0.78,47,1.29,12N10P,36.3,0.905,0.2668,1.03,0.63
48.2,47.4,0.89,78,1.22,12N14P,17.4,0.236,0.607,0.98,0.4
118.2,32.4,0.5,18,1.18,36N30P,14.0,3.237,0.7157,0.94,1.66
105.0,56.5,0.87,74,1.1,12N8P,6.2,3.204,1.3969,0.88,2.29
81.9,55.0,0.92,19,1.22,18N16P,19.9,2.136,0.4485,0.98,1.36
119.8,21.8,0.55,16,1.25,36N30P,21.2,1.835,0.459,1.0,1.15
73.0,37.0,0.74,72,1.18,36N30P,4.8,0.704,1.9788,0.94,0.72
88.9,22.4,0.76,49,1.29,12N8P,27.8,1.268,0.3638,1.03,0.65
87.2,42.9,0.8,92,1.13,12N14P,8.8,1.138,1.1216,0.9,1.2
73.2,51.9,0.57,33,1.26,12N14P,19.9,0.96,0.4577,1.01,1.02
92.7,12.7,0.53,24,1.18,18N16P,65.6,0.437,0.1459,0.94,0.4
48.1,47.3,1.0,65,1.15,9N6P,25.9,0.318,0.3532,0.92,0.4
69.0,18.7,0.66,65,1.28,24N22P,15.9,0.442,0.6184,1.02,0.33
41.7,13.6,0.56,44,1.18,12N10P,110.8,0.062,0.0837,0.94,0.09
82.9,48.5,0.72,32,1.28,36N30P,6.8,1.34,1.4272,1.02,1.23
112.3,50.7,0.92,95,1.24,12N8P,5.2,4.191,1.9408,0.99,2.35
78.3,16.3,0.94,27,1.16,12N10P,84.5,0.475,0.1142,0.93,0.37
110.4,20.6,0.66,14,1.12,24N22P,41.8,1.357,0.2079,0.9,0.92
85.6,19.1,0.72,63,1.11,12N14P,28.4,0.635,0.3306,0.89,0.51
58.1,52.8,0.63,42,1.17,12N10P,20.9,0.519,0.4323,0.94,0.66
63.6,13.7,0.96,88,1.21,24N22P,19.4,0.153,0.5242,0.97,0.2
82.1,48.7,0.57,17,1.23,12N8P,40.2,1.506,0.243,0.98,1.21
45.7,19.8,0.7,84,1.2,24N22P,17.2,0.111,0.515,0.96,0.15
42.0,28.3,0.62,49,1.24,12N10P,46.0,0.131,0.2043,0.99,0.18
85.3,15.7,0.7,53,1.23,24N22P,17.6,0.522,0.5052,0.98,0.42
116.5,49.4,0.97,88,1.17,36N30P,2.0,4.84,5.1416,0.94,2.46
47.4,52.0,0.64,69,1.24,9N6P,20.1,0.308,0.4494,0.99,0.43
95.0,21.6,0.65,93,1.26,18N16P,9.2,0.976,1.0485,1.01,0.72
114.1,42.1,0.54,71,1.11,18N16P,5.8,3.049,1.6627,0.89,2.01
59.5,16.1,0.88,97,1.27,36N30P,9.8,0.185,1.0013,1.02,0.21
95.6,59.0,0.87,90,1.13,12N14P,5.7,2.671,1.6548,0.9,1.98
100.7,17.7,0.65,84,1.22,24N20P,8.4,1.295,1.0634,0.98,0.66
91.3,42.8,0.55,14,1.15,12N8P,53.0,1.48,0.1834,0.92,1.31
51.6,24.8,0.75,14,1.19,18N16P,99.9,0.24,0.0905,0.95,0.24
59.9,40.7,0.51,62,1.18,24N22P,8.6,0.436,1.0311,0.94,0.54
58.3,59.7,0.91,84,1.3,12N14P,8.9,0.661,1.0719,1.04,0.75
40.3,44.9,0.52,16,1.19,12N14P,95.4,0.13,0.0981,0.95,0.27
50.8,44.8,0.8,19,1.18,24N22P,33.1,0.376,0.2877,0.94,0.42
106.1,14.8,0.94,26,1.2,24N22P,34.4,0.826,0.2829,0.96,0.61
113.9,10.5,0.66,28,1.26,36N30P,26.1,0.94,0.3693,1.01,0.5
72.5,25.6,0.53,98,1.22,12N8P,13.2,0.47,0.6441,0.98,0.49
114.0,18.6,0.91,77,1.26,18N16P,10.8,1.295,0.8936,1.01,0.89
117.9,25.4,0.76,60,1.13,24N22P,7.9,2.217,1.1821,0.9,1.3
87.1,23.4,0.98,72,1.26,24N22P,9.0,0.852,1.0589,1.01,0.65
91.0,25.9,0.95,18,1.28,24N22P,29.1,1.331,0.3119,1.02,0.79
118.7,23.7,0.85,53,1.23,36N30P,5.7,2.335,1.5977,0.98,1.23
97.0,42.2,0.8,42,1.22,9N6P,20.6,2.162,0.4551,0.98,1.46
78.2,36.0,0.95,63,1.25,12N14P,16.0,1.188,0.6328,1.0,0.81
106.5,14.5,0.56,36,1.16,12N14P,52.2,0.897,0.1885,0.93,0.6
76.5,40.3,0.73,84,1.1,9N6P,14.6,0.906,0.6154,0.88,0.87
95.2,51.9,0.75,43,1.25,9N6P,16.7,2.916,0.577,1.0,1.73
48.8,47.8,0.86,96,1.17,12N10P,12.7,0.242,0.7337,0.94,0.42
108.2,50.3,0.91,38,1.17,12N14P,13.8,2.776,0.6997,0.94,2.16
62.2,46.8,0.82,12,1.22,18N16P,55.6,0.526,0.1818,0.98,0.67
87.9,52.9,0.68,62,1.28,36N30P,3.4,2.569,3.2085,1.02,1.5
105.4,55.0,0.84,26,1.27,12N8P,17.5,3.146,0.5543,1.02,2.25
97.5,58.0,0.77,94,1.26,18N16P,3.1,2.949,2.9102,1.01,2.03
97.7,20.1,0.98,21,1.14,12N14P,66.8,0.951,0.1352,0.91,0.71
61.5,25.1,0.87,83,1.1,12N8P,22.7,0.237,0.3995,0.88,0.35
66.2,59.1,0.75,57,1.14,12N14P,13.8,0.752,0.7278,0.91,0.95
102.0,36.5,0.84,66,1.12,12N14P,11.8,2.243,0.7962,0.9,1.4
78.7,52.1,0.79,73,1.25,18N16P,5.9,1.387,1.6138,1.0,1.19
47.4,14.0,0.87,77,1.23,18N16P,36.7,0.078,0.2633,0.98,0.12
70.4,23.8,0.96,59,1.16,12N14P,30.5,0.366,0.3256,0.93,0.43
85.7,46.7,0.56,67,1.27,24N22P,4.3,1.632,1.9821,1.02,1.26
108.1,38.8,0.59,21,1.23,24N22P,13.3,3.1,0.6329,0.98,1.67
101.6,29.6,0.67,52,1.24,12N14P,18.2,1.457,0.5642,0.99,1.12
77.0,41.0,0.95,69,1.28,12N14P,12.2,0.848,0.7954,1.02,0.89
53.2,22.6,0.53,47,1.29,18N16P,29.9,0.235,0.3145,1.03,0.24
48.4,46.4,0.88,21,1.15,12N10P,63.1,0.244,0.1516,0.92,0.4
46.0,17.2,0.82,30,1.24,24N22P,55.6,0.075,0.1647,0.99,0.13
95.2,36.6,0.8,48,1.14,24N22P,8.8,1.351,1.1026,0.91,1.22
96.1,11.7,0.62,43,1.25,24N20P,28.3,0.595,0.3518,1.0,0.4
75.0,51.3,0.82,44,1.14,9N6P,23.0,0.875,0.4149,0.91,1.06
62.5,49.4,0.86,65,1.12,9N6P,18.3,0.499,0.4785,0.9,0.71
70.6,21.4,0.74,59,1.21,24N22P,15.1,0.337,0.6193,0.97,0.39
92.7,59.4,0.95,51,1.18,12N14P,10.5,2.555,0.9521,0.94,1.88
105.7,57.7,0.81,49,1.2,12N10P,10.0,3.753,1.0396,0.96,2.37
117.2,20.1,0.53,26,1.26,18N16P,26.9,2.186,0.3392,1.01,1.01
92.1,58.5,0.72,58,1.11,24N22P,4.6,1.93,2.0101,0.89,1.82
50.5,13.6,0.6,24,1.18,24N20P,82.4,0.074,0.1111,0.94,0.13
114.8,21.6,0.77,10,1.24,12N8P,91.0,1.948,0.0894,0.99,1.05
90.1,36.9,0.82,51,1.26,18N16P,10.2,1.256,0.9245,1.01,1.1
118.6,23.9,0.62,87,1.16,24N20P,5.5,1.937,1.6724,0.93,1.24
100.1,22.1,0.82,87,1.13,18N16P,10.1,1.305,0.944,0.9,0.81
47.5,35.3,0.62,82,1.24,36N30P,6.5,0.191,1.4554,0.99,0.29
66.9,44.0,0.78,26,1.28,12N14P,33.0,0.791,0.2801,1.02,0.72
86.8,11.1,0.99,21,1.3,36N30P,45.9,0.452,0.2258,1.04,0.31
80.7,23.1,0.98,49,1.21,36N30P,9.2,0.661,0.9465,0.97,0.55
97.7,31.1,0.56,84,1.2,12N8P,9.4,1.41,0.8938,0.96,1.09
81.3,43.8,0.76,33,1.15,9N6P,33.0,1.311,0.2921,0.92,1.06
101.2,21.7,0.79,76,1.23,24N22P,8.1,1.641,1.1896,0.98,0.82
79.6,30.9,0.73,72,1.21,18N16P,9.6,1.002,0.927,0.97,0.72
81.1,20.1,0.9,72,1.28,12N10P,21.0,0.502,0.4304,1.02,0.49
109.7,16.9,0.72,64,1.17,12N14P,21.8,1.19,0.404,0.94,0.75
89.5,16.8,0.59,60,1.17,12N8P,32.8,0.641,0.3071,0.94,0.49
115.7,52.1,0.93,51,1.21,24N22P,4.5,4.897,2.154,0.97,2.56
72.1,49.1,0.55,92,1.11,18N16P,5.6,1.001,1.5722,0.89,0.94
98.2,54.4,0.62,30,1.14,9N6P,23.4,2.36,0.3991,0.91,1.93
76.2,28.5,0.95,23,1.21,18N16P,36.6,0.844,0.2585,0.97,0.61
76.4,42.5,0.96,75,1.3,12N10P,9.8,1.022,0.9024,1.04,0.91
74.3,32.1,0.74,92,1.14,18N16P,8.8,0.747,1.0792,0.91,0.65
85.0,40.9,0.53,92,1.19,36N30P,2.8,1.403,3.3263,0.95,1.09
60.2,30.4,0.79,83,1.27,18N16P,10.8,0.349,0.8232,1.02,0.4
117.2,22.5,1.0,47,1.24,36N30P,7.7,2.65,1.3326,0.99,1.14
79.0,31.6,0.51,73,1.2,9N6P,17.9,0.814,0.4774,0.96,0.72
66.6,37.0,0.5,41,1.24,24N20P,13.4,0.786,0.7268,0.99,0.6
64.9,52.3,0.69,91,1.14,9N6P,12.4,0.73,0.7578,0.91,0.81
46.6,49.2,0.73,89,1.27,24N20P,6.6,0.232,1.4614,1.02,0.39
86.0,28.0,0.92,61,1.22,24N20P,8.9,1.059,1.0282,0.98,0.76
108.5,32.1,0.68,99,1.26,18N16P,5.0,2.319,1.8982,1.01,1.39
68.6,32.2,0.69,80,1.14,36N30P,6.0,0.492,1.7377,0.91,0.56
45.9,35.0,0.7,31,1.12,12N10P,60.6,0.187,0.1575,0.9,0.27
67.5,54.2,0.97,69,1.18,12N10P,10.9,0.836,0.8437,0.94,0.91
63.4,54.6,0.53,65,1.2,12N14P,12.7,0.848,0.7809,0.96,0.81
91.4,43.3,0.53,29,1.18,24N20P,11.8,1.647,0.7902,0.94,1.33
93.9,20.8,0.57,78,1.3,18N16P,11.0,1.357,0.8659,1.04,0.67
107.4,47.1,0.96,61,1.24,12N10P,9.5,2.597,1.1044,0.99,2.0
43.6,35.4,0.58,39,1.14,36N30P,14.9,0.127,0.5853,0.91,0.25
48.5,15.3,0.97,42,1.19,18N16P,64.1,0.085,0.1545,0.95,0.13
48.8,14.0,0.76,47,1.12,12N10P,95.0,0.098,0.1014,0.9,0.12
94.0,16.9,0.64,51,1.22,12N14P,31.8,0.711,0.2874,0.98,0.55
111.0,18.1,0.81,76,1.21,36N30P,5.7,1.519,1.6088,0.97,0.82
84.1,39.0,0.52,44,1.14,36N30P,6.6,1.151,1.4381,0.91,1.01
63.8,41.4,0.6,26,1.15,9N6P,58.3,0.467,0.1707,0.92,0.62
53.2,36.5,0.92,32,1.25,12N8P,43.5,0.274,0.2178,1.0,0.38
85.6,49.8,0.65,81,1.23,24N20P,3.6,2.067,2.463,0.98,1.34
76.6,14.4,0.73,43,1.29,24N20P,25.1,0.326,0.3525,1.03,0.31
77.0,25.7,0.88,83,1.21,12N10P,17.0,0.624,0.5687,0.97,0.56
111.9,39.4,0.55,33,1.22,12N14P,16.8,3.327,0.5194,0.98,1.81
49.6,15.6,0.8,57,1.24,12N10P,60.1,0.106,0.154,0.99,0.14
119.0,31.8,0.97,60,1.29,12N10P,11.3,3.243,0.8477,1.03,1.66
71.3,14.3,0.83,37,1.19,12N10P,76.1,0.298,0.1284,0.95,0.27
44.6,48.1,0.64,86,1.2,12N8P,15.7,0.234,0.6271,0.96,0.35
43.1,59.0,0.84,11,1.22,36N30P,35.4,0.286,0.2848,0.98,0.4
42.1,22.5,0.76,74,1.29,12N8P,37.8,0.078,0.2528,1.03,0.15
92.5,23.1,0.78,93,1.17,12N14P,14.0,0.846,0.6722,0.94,0.73
90.2,18.0,1.0,95,1.1,24N20P,10.3,0.522,0.9722,0.88,0.54
74.1,56.8,0.55,22,1.16,18N16P,20.5,1.006,0.4675,0.93,1.15
79.3,44.3,0.99,82,1.12,12N8P,10.4,0.963,0.9199,0.9,1.02
48.1,27.1,0.93,44,1.26,12N8P,49.9,0.157,0.2011,1.01,0.23
108.8,25.5,0.64,94,1.19,12N8P,10.8,1.831,0.9052,0.95,1.11
113.7,22.3,0.85,64,1.16,24N22P,9.3,2.02,1.0921,0.93,1.06
104.4,49.9,0.62,43,1.21,36N30P,3.9,3.31,2.3712,0.97,2.0
116.0,13.6,0.7,26,1.29,9N6P,74.4,1.55,0.1157,1.03,0.67
105.9,47.2,0.77,37,1.12,12N8P,16.7,2.987,0.6013,0.9,1.95
89.9,19.6,0.55,11,1.22,9N6P,186.5,1.005,0.0517,0.98,0.58
72.7,45.6,0.84,57,1.16,12N14P,15.4,0.916,0.627,0.93,0.89
86.2,19.0,0.56,55,1.3,12N10P,29.0,0.642,0.3408,1.04,0.52
106.4,37.8,0.59,93,1.17,12N10P,7.3,2.972,1.2779,0.94,1.57
70.9,28.0,0.86,19,1.1,12N10P,81.4,0.549,0.1184,0.88,0.52
45.0,41.1,0.97,34,1.23,12N8P,44.9,0.187,0.2136,0.98,0.31
51.4,18.4,0.77,59,1.22,12N10P,51.3,0.164,0.1924,0.98,0.18
57.2,13.8,0.94,33,1.17,18N16P,69.9,0.107,0.1286,0.94,0.17
59.9,13.7,0.75,29,1.18,36N30P,38.4,0.189,0.2402,0.94,0.18
69.5,26.9,0.96,28,1.27,12N8P,51.2,0.611,0.1887,1.02,0.48
85.8,44.2,0.8,70,1.18,12N8P,11.8,1.372,0.9029,0.94,1.2
105.1,45.8,0.99,83,1.11,18N16P,5.2,2.495,1.9168,0.89,1.86
55.0,59.8,0.8,47,1.27,12N8P,16.7,0.69,0.5557,1.02,0.66
73.0,44.4,0.62,46,1.26,12N8P,18.2,1.332,0.5431,1.01,0.87
98.3,57.2,0.78,25,1.15,18N16P,14.2,3.722,0.7023,0.92,2.03
97.7,54.0,0.69,37,1.26,12N8P,13.7,2.591,0.7145,1.01,1.89
87.0,18.4,0.76,34,1.19,9N6P,60.4,0.71,0.1403,0.95,0.51
94.0,20.9,0.68,62,1.16,36N30P,8.5,0.856,1.2306,0.93,0.68
72.7,19.4,0.88,12,1.17,18N16P,107.1,0.369,0.0848,0.94,0.38
117.4,24.9,0.58,70,1.25,18N16P,8.8,2.349,1.1226,1.0,1.26
109.6,10.5,0.6,31,1.14,24N22P,41.3,0.756,0.2376,0.91,0.46
119.1,57.7,0.85,12,1.22,12N10P,33.9,6.47,0.2922,0.98,3.01
109.7,43.8,0.81,26,1.23,12N14P,20.3,4.222,0.4459,0.98,1.94
69.8,56.5,0.81,27,1.21,9N6P,35.3,1.048,0.2764,0.97,1.01
100.5,35.8,1.0,69,1.11,9N6P,15.9,2.251,0.5944,0.89,1.33
115.4,36.0,0.8,97,1.2,9N6P,9.4,3.094,1.054,0.96,1.76
48.5,10.2,0.95,49,1.14,18N16P,81.8,0.061,0.1153,0.91,0.09
54.7,17.6,1.0,96,1.19,9N6P,41.1,0.138,0.2304,0.95,0.19
61.9,52.2,0.74,17,1.21,9N6P,63.7,0.753,0.1424,0.97,0.74
45.3,33.6,0.76,43,1.2,36N30P,14.8,0.154,0.6618,0.96,0.25
117.3,40.2,0.75,12,1.24,12N14P,45.5,3.234,0.2043,0.99,2.03
71.4,26.8,0.53,59,1.24,18N16P,14.4,0.679,0.6093,0.99,0.5
105.9,34.0,0.9,29,1.28,9N6P,31.9,3.205,0.2898,1.02,1.4
63.0,41.1,0.89,10,1.14,24N20P,55.0,0.519,0.1674,0.91,0.6
74.6,35.8,0.68,93,1.13,12N10P,12.0,0.78,0.8096,0.9,0.73
56.1,25.8,0.97,48,1.2,12N14P,41.3,0.192,0.2337,0.96,0.3
114.6,16.6,0.82,35,1.23,24N22P,19.6,1.475,0.4757,0.98,0.8
102.4,42.8,0.54,44,1.12,24N22P,7.3,3.087,1.2625,0.9,1.65
80.5,35.0,0.67,60,1.18,24N22P,8.1,1.097,1.154,0.94,0.83
111.2,38.6,0.61,85,1.19,12N8P,7.9,3.548,1.268,0.95,1.75
61.8,35.8,0.73,53,1.25,18N16P,15.5,0.495,0.6283,1.0,0.5
60.3,18.2,0.51,95,1.19,12N8P,25.5,0.214,0.3587,0.95,0.24
68.8,59.7,0.72,36,1.28,36N30P,6.0,1.058,1.6303,1.02,1.04
77.1,25.0,0.81,66,1.22,36N30P,7.2,0.736,1.3367,0.98,0.55
100.3,33.6,0.64,98,1.2,9N6P,12.2,2.089,0.8655,0.96,1.24
116.7,20.5,0.94,57,1.15,12N14P,21.5,1.422,0.454,0.92,1.03
113.2,19.4,0.66,57,1.17,24N22P,11.0,1.371,0.8545,0.94,0.91
61.4,39.3,0.76,69,1.23,9N6P,22.9,0.436,0.4381,0.98,0.54
81.2,37.7,0.74,94,1.26,24N20P,4.6,1.326,2.0917,1.01,0.91
69.7,41.3,0.67,12,1.16,36N30P,27.7,0.631,0.3462,0.93,0.74
110.5,42.2,0.76,90,1.29,24N20P,2.7,2.872,3.1473,1.03,1.89
90.7,19.6,0.91,81,1.11,12N10P,20.4,0.74,0.4596,0.89,0.59
72.1,11.8,0.74,39,1.13,12N10P,81.5,0.2,0.1077,0.9,0.23
65.0,30.8,0.67,11,1.26,18N16P,83.2,0.577,0.1196,1.01,0.48
55.0,29.8,0.56,71,1.19,36N30P,7.6,0.211,1.194,0.95,0.33
41.6,48.8,0.76,91,1.19,12N14P,15.7,0.14,0.6142,0.95,0.31
92.4,22.6,0.96,95,1.13,36N30P,4.6,1.069,1.9314,0.9,0.71
81.0,58.6,0.52,54,1.11,9N6P,15.6,1.43,0.6212,0.89,1.41
57.3,45.0,0.71,19,1.19,12N10P,55.3,0.406,0.1663,0.95,0.54
51.9,38.9,0.82,29,1.13,12N10P,48.9,0.291,0.1865,0.9,0.39
101.3,49.7,0.94,91,1.2,18N16P,3.9,3.336,2.3775,0.96,1.87
59.7,29.1,0.83,19,1.24,24N20P,38.4,0.35,0.2322,0.99,0.38
62.2,11.8,0.61,12,1.17,24N20P,163.2,0.189,0.0593,0.94,0.17
74.1,18.0,0.62,46,1.15,12N8P,45.8,0.323,0.2041,0.92,0.36
44.7,29.6,0.86,87,1.25,24N20P,11.0,0.16,0.8012,1.0,0.22
80.1,39.7,0.93,89,1.15,12N14P,10.1,0.962,0.9308,0.92,0.94
79.0,23.9,1.0,97,1.22,24N20P,7.4,0.702,1.2733,0.98,0.55
71.8,22.8,0.71,32,1.24,12N14P,47.7,0.541,0.1869,0.99,0.43
90.8,33.3,0.78,71,1.25,12N14P,11.8,1.627,0.7755,1.0,1.01
71.1,19.2,0.64,86,1.24,24N22P,11.3,0.434,0.8402,0.99,0.36
