id,stator_od_mm,stator_id_mm,stack_length_mm,slots,poles,turns_per_slot,airgap_mm,ref_voltage_v,kv_rpm_v,kt_nm_a,rated_torque_nm,rated_current_a,resistance_ohm,efficiency_est,mass_est_kg
5787,122.6,74.83,148.31,12,8,66,0.663,48,3.91586926557803,2.4657,21.50874702260357,8.36,1.1002,0.5314,51.412
5788,129.73,83.27,182.57,12,8,50,0.825,48,4.121479811930237,2.2569,21.048710785667318,9.52,0.8886,0.5336,66.416
5789,43.48,32.28,20.51,24,22,79,0.369,12,26.887348413495356,0.3555,0.0882406524852074,0.25,13.3714,0.2162,0.64
5790,34.99,20.05,11.88,24,22,26,0.462,12,262.99592113496504,0.0369,0.022034930767072088,0.59,1.0855,0.0356,0.359
5791,119.6,65.23,75.34,9,6,77,0.676,48,11.429082309513362,0.8367,4.6679874547611675,5.6,0.8626,0.5554,27.827
5792,125.35,88.12,48.9,9,6,45,0.944,48,20.45755003155242,0.4609,2.506829849791409,5.22,0.4553,0.578,14.285
5793,141.35,104.74,29.89,18,12,45,0.469,48,14.820560876924567,0.6519,3.9810514314745706,6.09,0.471,0.5148,9.898
5794,36.17,22.85,37.29,12,10,42,0.921,12,86.5150335263316,0.1102,0.05403516080109905,0.51,2.9712,0.177,1.077
5795,35.95,20.23,47.34,36,24,27,0.403,12,43.94990434663056,0.2201,0.10578124184116702,0.49,6.623,0.099,1.536
5796,40.68,27.57,49.2,24,22,21,0.444,12,62.57118920406962,0.1547,0.1935103459411001,1.25,1.4561,0.1677,1.618
5797,142.34,84.13,150.97,12,8,13,0.626,48,18.151085789799584,0.5238,26.306239476490276,48.5,0.0386,0.6688,73.155
5798,95.24,68.81,101.14,36,30,76,0.921,24,2.039498011770505,4.7061,5.785435528112971,1.27,15.7819,0.0617,16.114
5799,113.31,77.58,107.35,9,6,10,0.578,48,50.97153688125776,0.1863,3.7186175348118535,19.19,0.0445,0.4215,26.914
5800,139.08,93.11,124.24,36,24,13,0.481,48,6.675514035181811,1.4366,22.2394112621046,14.88,0.2841,0.3962,48.735
5801,77.78,41.66,97.08,36,24,51,0.449,24,4.785809324902903,2.0193,3.3563618178764516,1.63,7.6898,0.1955,15.392
5802,97.66,70.76,116.49,18,16,42,0.743,24,6.193706221519817,1.5698,5.276515789040559,3.48,1.9248,0.3685,19.4
5803,73.82,38.52,18.41,12,10,59,0.539,24,82.37401277029043,0.116,0.46341427296943055,4.03,0.366,0.346,2.683
5804,50.38,28.79,70.42,18,16,44,0.818,12,23.73023296272351,0.4012,0.4801481667634393,1.21,3.3769,0.2139,4.424
5805,42.94,28.2,55.66,36,30,14,0.893,12,48.95226097636723,0.1924,0.33035050419289635,1.69,1.1786,0.1504,2.146
5806,49.52,29.94,33.27,9,6,39,0.833,12,117.68201321386,0.0807,0.16460582153262224,2.0,0.5473,0.3383,1.902
5807,116.56,75.35,120.18,12,8,9,0.535,48,37.864820105674475,0.2498,12.3669427186593,48.19,0.0218,0.5485,34.929
5808,49.23,34.98,18.0,36,30,18,0.548,12,82.91272931536393,0.115,0.21453683852312047,1.8,0.5285,0.1906,0.793
5809,131.7,86.9,172.13,18,12,30,0.631,48,4.161873809808294,2.2603,20.794845881523237,9.59,0.7231,0.5131,61.961
5810,134.09,86.98,59.3,12,14,47,0.493,48,12.704802549372815,0.7642,6.302623523279343,8.11,0.4101,0.4315,22.701
5811,125.35,91.1,56.62,36,24,32,0.994,48,6.313232470045876,1.522,6.066034492756533,4.18,1.2322,0.4374,15.432
5812,99.09,54.05,107.0,36,24,50,0.66,24,4.018748467101907,2.3466,6.066537818023863,2.48,5.5047,0.1708,27.125
5813,103.27,69.43,75.71,36,24,9,0.838,48,23.00843044399141,0.4234,5.78753713432598,13.22,0.1372,0.2772,16.266
5814,49.16,27.01,42.63,18,12,32,0.654,12,52.22714202038638,0.1851,0.375277705343309,2.11,0.8917,0.3009,2.645
5815,45.44,28.41,28.53,18,12,62,0.57,12,37.57253419592596,0.2533,0.20577663861390866,0.82,3.1577,0.3266,1.319
5816,82.95,60.16,49.34,24,22,14,0.903,24,35.14426402494373,0.2696,1.9778639581634845,7.27,0.1837,0.3316,5.914
5817,88.65,44.38,59.88,24,20,72,0.416,24,9.027016426226238,1.0694,2.491877941033828,2.34,3.3376,0.263,12.964
5818,143.44,89.59,175.69,12,10,29,0.723,48,6.802330243083443,1.3763,18.078063423457188,13.5,0.3552,0.5357,81.03
5819,129.13,85.63,32.94,12,8,62,0.918,48,18.318919413128405,0.5259,2.740821970248954,5.17,0.59,0.568,11.313
5820,76.56,55.7,65.98,24,22,35,0.408,24,11.928567326009606,0.7957,1.1348819656469944,1.41,3.0112,0.2688,6.692
5821,103.7,56.04,51.41,9,6,34,0.738,48,39.16711814231952,0.2398,3.526376901477396,15.21,0.1025,0.5532,14.383
5822,53.39,32.68,70.19,12,14,28,0.3,12,56.346597961754284,0.172,0.3993680302371142,2.29,0.796,0.1887,4.6
5823,33.85,21.21,25.94,18,16,64,0.654,12,55.992445751166684,0.1709,0.0849636611555683,0.48,4.9618,0.2205,0.664
5824,83.23,51.34,72.26,18,16,24,0.647,24,23.32329826220325,0.4175,2.690254610746233,6.63,0.3654,0.3795,11.398
5825,35.73,18.53,36.63,18,12,64,0.824,12,46.881368546899,0.2035,0.10536959808783332,0.52,5.9985,0.2025,1.257
5826,109.59,68.17,113.24,12,8,13,0.863,48,30.873938625074278,0.3074,6.175469262128186,19.66,0.0723,0.4733,30.648
5827,80.44,59.8,45.96,18,12,52,0.398,24,14.079140559612537,0.6836,1.1655294915566388,1.65,2.2504,0.4465,4.89
5828,124.69,84.13,150.28,18,12,50,0.755,48,3.204596539112684,2.9617,13.047495754749914,4.48,2.2752,0.4474,46.783
5829,85.86,63.11,98.51,36,30,42,0.609,24,3.9380148622944238,2.4246,3.7586253729015278,1.52,7.0673,0.2353,12.269
5830,71.52,39.94,55.5,18,12,21,0.629,24,43.026832962671755,0.2188,1.2104432282517925,5.36,0.3041,0.3269,7.181
5831,129.56,77.28,82.05,24,22,8,0.662,48,27.90347698393482,0.3419,9.970454984970349,29.39,0.0416,0.2371,32.609
5832,136.46,75.59,180.73,12,8,51,0.742,48,4.476927917530719,2.1601,27.216466463853372,12.54,0.6739,0.5438,85.749
5833,52.8,30.73,67.72,24,22,57,0.762,12,12.98989287097401,0.7481,0.8706478048369143,1.21,5.5158,0.1732,4.589
5834,68.07,37.71,43.52,18,16,64,0.724,24,18.848832305884994,0.4975,0.9438734282344465,1.91,2.0924,0.3157,5.138
5835,131.0,86.78,139.68,36,24,30,0.696,48,2.720526541244681,3.526,21.12164638991514,6.04,1.792,0.4111,49.438
5836,56.02,34.19,17.63,24,20,9,0.732,12,306.6232073619469,0.0316,0.1761940496238895,5.41,0.0623,0.0804,1.276
5837,134.93,73.97,101.6,12,14,59,0.628,48,6.405227003132267,1.4843,23.473269198873773,15.81,0.3786,0.5181,47.556
5838,117.98,77.22,149.71,36,24,75,0.484,48,1.1036352671659984,8.5063,17.01814931163123,2.08,13.7796,0.1734,43.786
5839,147.77,75.53,181.28,18,16,42,0.539,48,3.552145857222808,2.6744,32.50419599623134,12.66,0.7935,0.4213,107.49
5840,133.57,83.93,41.79,24,22,74,0.451,48,6.195053725784526,1.5556,7.3668713804911565,4.51,1.4679,0.39,16.584
5841,119.26,89.3,136.91,36,24,77,0.61,48,1.0964468648839467,9.0247,13.860462061976524,1.47,18.6111,0.1887,31.448
5842,84.51,60.97,99.92,9,6,24,0.38,24,26.589741387903235,0.354,2.1095105698400536,5.92,0.31,0.5689,12.58
5843,85.98,50.49,95.19,24,20,57,0.87,24,5.503842735753547,1.7177,3.8054453781201345,2.14,4.4483,0.2487,16.948
5844,124.58,62.56,166.5,12,10,35,0.574,48,9.023862213011663,1.0771,18.290745798319836,16.77,0.3146,0.4999,71.036
5845,115.55,75.55,161.68,12,8,47,0.551,48,5.687430332605404,1.662,11.00099744166389,6.69,1.0559,0.5502,45.432
5846,106.39,65.75,95.01,36,24,19,0.545,48,7.841020001613769,1.2378,7.532509526244004,5.85,0.8034,0.3554,24.431
5847,97.41,67.13,48.06,18,16,79,0.727,24,7.916844162262084,1.1871,3.0815366630748997,2.56,2.3425,0.3977,8.803
5848,117.24,76.28,126.88,36,30,13,0.504,48,7.774139524741386,1.2362,14.498096959760668,11.4,0.3729,0.2964,36.965
5849,123.98,62.72,62.0,24,20,5,0.719,48,76.22555415952397,0.1246,7.24417154308911,58.14,0.01,0.2048,26.065
5850,101.06,64.3,110.26,36,30,34,0.915,48,3.601482340604795,2.6384,9.742836641794202,3.7,2.6044,0.3176,24.637
5851,115.26,61.44,135.52,18,16,46,0.61,48,5.9704744240657135,1.629,11.194751075334466,7.07,1.1716,0.4103,47.368
5852,59.01,34.4,23.45,24,22,8,0.585,12,272.4238568450212,0.0357,0.28250994638747795,8.18,0.0459,0.1122,1.982
5853,132.98,73.41,36.33,36,24,12,0.59,48,29.073610890627858,0.3228,8.326446061830275,25.7,0.0501,0.3538,16.417
5854,125.54,86.36,40.81,18,16,79,0.923,48,6.883451393026201,1.4103,3.8880299013477084,2.82,2.0232,0.4682,12.454
5855,48.89,28.48,10.69,12,14,36,0.922,12,289.97915961900253,0.0327,0.0474143416862535,1.52,0.381,0.0994,0.62
5856,60.02,39.37,30.91,18,16,27,0.976,24,64.84519296791525,0.1467,0.35763544658978375,2.51,0.5141,0.1825,2.332
5857,61.38,44.55,81.51,36,30,14,0.332,24,17.008566920995662,0.564,1.8934223567664907,3.23,0.9046,0.247,5.34
5858,47.85,27.04,20.91,9,6,52,0.606,12,149.98611005706206,0.0637,0.1483495247920818,2.3,0.447,0.3849,1.198
5859,41.14,26.11,50.57,12,14,71,0.378,12,31.509985403762943,0.2998,0.2458587257132197,0.86,3.9251,0.267,1.879
5860,38.06,25.26,27.17,18,16,61,0.598,12,45.26964666476311,0.2083,0.07948031706327391,0.38,6.3501,0.2069,0.81
5861,46.24,23.15,31.35,18,12,25,0.578,12,115.63170755176249,0.0829,0.19704507500575294,2.49,0.4412,0.2012,1.846
5862,111.16,62.51,58.72,9,6,73,0.687,48,16.349207340630873,0.5807,3.335677764297714,5.86,0.6475,0.5971,18.239
5863,33.58,20.85,18.47,9,6,57,0.421,12,221.1519598687848,0.0435,0.032735558210029506,0.73,1.3043,0.2411,0.471
5864,113.14,73.88,87.48,36,30,67,0.502,48,2.2859724053342285,4.2004,9.962646665012867,2.47,6.2649,0.3047,23.608
5865,75.86,45.14,17.92,9,6,78,0.505,24,60.471049241027416,0.16,0.5548152736304294,3.36,0.5279,0.5307,2.447
5866,97.72,56.9,55.31,12,8,32,0.523,24,32.927465910328564,0.2878,2.8806836614120175,9.78,0.1951,0.5172,12.834
5867,101.58,72.94,26.15,24,20,78,0.96,48,10.62834310357598,0.9086,1.8906844287042721,2.1,2.2799,0.3935,4.803
5868,132.93,78.66,57.78,36,30,51,0.441,48,3.9633979645236366,2.3801,8.58951808404121,3.68,2.2277,0.307,24.384
5869,113.3,81.07,101.45,36,24,55,0.537,48,2.225651733170631,4.3277,8.96753664557372,2.08,7.063,0.3322,23.355
5870,38.11,21.6,29.57,12,10,24,0.783,12,231.98943895875715,0.0409,0.0982208722398245,2.36,0.3002,0.2042,1.071
5871,111.88,70.07,146.22,12,10,61,0.951,48,5.003982844750109,1.9059,10.667735288452878,5.57,1.4942,0.5007,40.887
5872,102.87,53.49,132.57,18,16,19,0.647,48,14.660817078043102,0.662,10.129517588014213,14.87,0.223,0.3789,37.623
5873,74.49,48.9,78.86,24,20,28,0.349,24,15.944130064369418,0.594,2.180133481628748,3.56,1.1023,0.336,9.153
5874,108.99,57.04,102.99,18,16,32,0.365,48,11.37859907888947,0.8348,6.5826174686529,7.98,0.5601,0.3612,32.656
5875,40.67,27.35,33.3,18,12,39,0.426,12,60.898903570162965,0.1549,0.13318568583303234,0.9,2.0594,0.2567,1.108
5876,121.36,79.78,96.5,36,24,36,0.754,48,3.505388956948112,2.7339,9.29187917458693,3.31,2.7718,0.3371,29.662
5877,116.36,85.94,32.88,24,20,56,0.739,48,10.010131969909487,0.9614,2.2952335867297964,2.47,1.7159,0.3407,7.437
5878,43.43,32.52,30.91,36,30,56,0.881,12,18.519038465923085,0.5179,0.13698109472213477,0.28,16.8476,0.1696,0.942
5879,118.54,88.85,128.69,24,20,34,0.661,48,3.6542126595342856,2.6042,11.782967597750488,4.69,1.6746,0.4692,29.13
5880,139.61,87.62,90.49,36,30,19,0.476,48,7.188332403409857,1.3154,15.544363914704585,11.58,0.3971,0.3361,39.294
5881,146.75,107.83,50.75,24,20,27,0.625,48,10.587404660167966,0.8904,5.572943319880436,6.16,0.4837,0.3222,18.482
5882,46.95,33.08,22.82,18,12,60,0.35,12,43.960827016707874,0.219,0.10834746689258218,0.49,4.4429,0.2804,0.931
5883,77.27,40.98,41.99,36,30,18,0.549,24,30.877069140184936,0.3041,1.1561341787618782,3.85,0.5256,0.1647,6.623
5884,64.02,32.94,41.92,18,16,60,0.576,24,27.82342594818089,0.3443,0.527146524758281,1.51,2.3607,0.1946,4.643
5885,33.99,17.83,6.95,24,20,56,0.679,12,217.2443295095197,0.0435,0.01614036910133395,0.39,2.3114,0.0671,0.214
5886,100.97,71.43,86.86,24,20,6,0.784,48,48.022882874575735,0.2007,5.506315694436213,27.52,0.0346,0.2173,16.26
5887,94.56,62.67,46.82,24,22,15,0.59,24,37.08364518702361,0.2523,2.174064168155182,8.51,0.1622,0.2463,8.628
5888,62.98,32.05,17.25,9,6,36,0.35,24,197.90276932424806,0.0484,0.14901250106861758,3.02,0.2254,0.2793,1.863
5889,60.64,40.98,84.47,12,14,77,0.943,24,12.124355153204375,0.7808,0.7296117261080136,0.95,6.3968,0.2878,6.203
5890,61.95,36.29,26.24,12,14,66,0.642,24,46.54558350755257,0.2028,0.22915369799211202,1.18,1.7257,0.1713,2.431
5891,131.6,95.1,148.38,12,10,37,0.906,48,5.47148246228421,1.7209,14.975094900914172,8.46,0.633,0.5602,45.129
5892,97.09,66.93,57.55,36,30,20,0.862,24,13.646619313177759,0.7091,2.817200045067759,3.95,0.7953,0.2604,10.464
5893,112.85,57.58,39.73,12,8,14,0.882,48,91.11263445386852,0.1064,3.942143720646237,37.9,0.0174,0.4054,13.759
5894,79.34,46.23,115.54,12,14,72,0.515,24,8.7360793140356,1.1015,3.177597628368743,2.94,2.5786,0.3137,17.66
5895,60.59,30.78,49.86,12,8,57,0.381,24,38.51863652360992,0.2435,0.5063302223717928,2.03,1.3551,0.3046,4.991
5896,94.09,53.67,41.53,18,16,54,0.749,24,16.58473866210071,0.5689,2.1825514455514003,3.91,0.8891,0.3818,9.118
5897,117.55,87.53,70.68,18,12,69,0.318,48,4.558892944812274,2.1342,5.822149923693215,2.78,2.6932,0.533,15.991
5898,95.55,58.63,19.81,24,20,77,0.891,24,16.809853127375078,0.577,1.4055312215908466,2.37,1.5429,0.3753,4.146
5899,113.53,62.83,113.0,12,14,79,0.547,48,5.474646789937392,1.7257,13.04615162093375,7.27,1.1705,0.4698,37.139
5900,114.31,85.15,83.38,24,20,36,0.776,48,6.273426510725883,1.5239,6.892955751053148,4.38,1.2901,0.4204,17.828
5901,30.17,22.44,16.72,36,30,20,0.438,12,149.00039126158381,0.0649,0.019712505405618065,0.31,2.9762,0.0431,0.25
5902,32.47,16.64,7.27,18,12,73,0.706,12,242.7822799071475,0.039,0.012498104398922107,0.31,3.1002,0.0899,0.208
5903,95.3,62.66,107.56,9,6,26,0.761,24,23.221778395477468,0.4115,2.9203543905689373,6.79,0.3122,0.5514,20.386
5904,67.2,41.92,94.81,12,10,50,0.417,24,14.936735228315698,0.641,1.7753701247544302,2.73,1.6012,0.4188,9.613
5905,147.48,108.56,99.09,9,6,41,0.482,48,9.453188375675847,1.028,11.148290980496743,10.48,0.3466,0.6865,36.297
5906,56.58,30.69,60.27,9,6,10,0.468,12,272.3640661260865,0.0353,0.5148031075858449,14.12,0.0315,0.3101,5.005
5907,109.41,78.98,142.19,36,24,21,0.54,48,4.1480773693967325,2.2614,13.601867638960947,6.24,1.2275,0.4477,29.964
5908,39.87,26.0,35.46,12,10,80,0.621,12,39.35171735528212,0.2453,0.13084418404806902,0.54,5.2482,0.3201,1.191
5909,140.98,86.24,171.47,18,12,37,0.722,48,4.068004360391625,2.3315,24.37318254101336,10.56,0.8065,0.505,78.393
5910,129.36,87.19,133.37,24,20,30,0.643,48,4.370096050787232,2.2173,14.390883181129125,6.76,1.0573,0.4036,44.762
5911,50.78,27.3,21.67,36,30,45,0.833,12,37.385284381248624,0.2555,0.20930389206222544,0.81,3.332,0.1618,1.46
5912,97.9,54.22,94.25,36,30,47,0.3,24,4.7056265687276335,2.0292,5.758335362826567,2.93,3.8832,0.2045,23.022
5913,88.07,59.48,25.11,24,20,36,0.406,24,26.84224020622134,0.3529,1.2386228255052052,3.67,0.5515,0.3859,3.894
5914,32.43,23.59,21.03,12,8,26,0.47,12,250.02604986892052,0.0385,0.021807818112617228,0.56,1.0847,0.1414,0.383
5915,43.75,24.83,35.75,18,12,38,0.78,12,59.57374682544618,0.1589,0.14837522754034885,0.98,1.9317,0.2435,1.705
5916,85.63,49.14,70.86,12,14,20,0.523,24,48.397490763468724,0.1968,2.50821292916024,12.45,0.1126,0.2742,12.807
5917,107.89,78.83,44.84,24,22,61,0.979,48,6.889474944191675,1.3682,2.5185789941776386,1.9,2.9895,0.3272,8.946
5918,97.46,66.95,134.2,24,22,15,0.722,24,12.474771589883508,0.7547,6.229526058221001,8.48,0.4141,0.3229,24.746
5919,147.58,77.88,84.32,24,22,64,0.716,48,3.436632539535334,2.738,23.455735272933914,8.89,1.1268,0.4342,48.706
5920,35.02,23.38,20.26,12,10,21,0.7,12,331.7994522260353,0.0289,0.03078447674893301,1.02,0.4646,0.0941,0.507
5921,127.3,65.53,154.19,9,6,41,0.303,48,9.793969449154634,0.9779,19.577137533001373,19.25,0.2355,0.6384,67.497
5922,58.16,40.18,55.53,9,6,57,0.436,12,34.199234011269404,0.2767,0.26294734516868434,0.94,2.6871,0.3521,3.61
5923,117.1,65.79,51.4,12,10,46,0.707,48,19.234154421084753,0.4966,5.123804629301606,10.63,0.2545,0.5194,17.729
5924,57.32,39.68,30.0,12,8,75,0.829,12,36.28685701319651,0.2629,0.3249605919136043,1.2,2.1743,0.4181,1.886
5925,124.53,89.8,77.98,9,6,56,0.532,48,11.075269323945719,0.8551,4.928257902759891,5.64,0.7033,0.6029,21.335
5926,88.41,55.36,41.94,12,8,11,0.302,24,125.29532363540432,0.0749,1.7163977980016982,22.34,0.0238,0.4023,7.325
5927,145.57,78.8,216.72,12,8,21,0.539,48,8.24796187464265,1.1679,33.95370859757271,29.0,0.1416,0.6155,119.33
5928,105.65,74.28,129.35,12,8,45,0.715,48,6.234533404776274,1.5215,5.458993113787324,3.75,1.4887,0.5543,26.839
5929,60.41,37.47,67.48,12,14,27,0.594,24,48.79383649901551,0.1952,1.043651397412748,5.39,0.3219,0.3303,5.568
5930,77.33,54.48,106.71,18,16,62,0.505,24,6.026170320748382,1.6046,2.727536783178435,1.73,5.1454,0.2883,11.812
5931,104.65,76.0,122.39,24,20,67,0.817,48,2.505209046954517,3.7644,10.402165678226138,2.76,5.2863,0.3622,23.287
5932,48.65,32.49,55.2,36,30,22,0.777,12,27.266963958781226,0.3553,0.38675195103681875,1.08,2.8957,0.1632,2.66
5933,88.0,55.74,90.18,24,20,17,0.378,24,17.81298536506283,0.5302,4.436002577310442,8.45,0.3223,0.3502,15.367
5934,81.34,41.81,79.87,18,16,21,0.514,24,28.578968058159784,0.3381,2.592022868899594,7.4,0.3056,0.2648,14.29
5935,98.07,49.29,108.92,24,20,50,0.706,24,5.449394024485589,1.7792,6.012361537106524,3.49,2.7009,0.2718,28.779
5936,62.14,32.88,15.51,12,8,34,0.946,24,187.5405829863784,0.0504,0.17884551694920992,3.64,0.1979,0.2148,1.585
5937,49.72,27.39,44.27,9,6,65,0.63,12,49.923655499061,0.1889,0.21715086512772733,1.11,1.9986,0.3785,2.802
5938,122.37,73.66,158.97,12,10,27,0.303,48,10.002830353424383,0.9519,18.08923073285063,19.18,0.2078,0.5771,55.798
5939,85.91,46.29,76.01,24,20,63,0.76,24,7.246248933540663,1.3075,2.300893951797198,1.83,4.641,0.2452,14.631
5940,106.27,61.32,80.97,36,30,52,0.331,48,4.160877980993082,2.3467,5.1188039731172355,2.25,4.8949,0.2799,22.42
5941,125.25,84.17,111.43,24,22,57,0.491,48,3.1838078671112933,2.9845,11.99636900756454,3.89,2.9622,0.3571,35.239
5942,52.38,37.57,42.9,12,14,5,0.663,12,388.48243874702507,0.0243,0.1974505405062998,8.45,0.0263,0.1114,2.101
5943,116.35,58.43,138.34,12,14,21,0.423,48,18.413934726901825,0.5285,8.871954675783135,16.6,0.1607,0.2699,51.482
5944,52.32,29.4,42.98,12,14,14,0.774,12,190.6607603763719,0.0509,0.28258924460289536,5.78,0.1028,0.1671,2.959
5945,42.04,25.92,11.68,12,14,35,0.975,12,349.6272539526192,0.0278,0.032551323857668374,1.17,0.4862,0.0747,0.47
5946,100.48,73.14,138.95,24,22,6,0.584,48,22.74604785436653,0.4125,8.619751702485376,21.57,0.0677,0.2839,24.243
5947,84.26,48.9,84.75,24,22,47,0.598,24,7.739349353725908,1.2565,3.5726524078651325,2.96,2.379,0.287,14.666
5948,142.81,99.15,161.95,24,20,23,0.749,48,4.132973797222899,2.3534,28.031324891626085,12.23,0.5403,0.4891,62.878
5949,99.36,57.48,126.16,12,8,74,0.644,24,6.370430764057811,1.5265,5.695001863959112,3.92,2.2092,0.3319,30.464
5950,80.52,42.98,31.07,24,22,21,0.362,24,52.10148044702546,0.1825,1.2215496576139049,6.55,0.1972,0.2249,5.295
5951,38.46,21.03,27.16,18,12,39,0.566,12,89.97591587111881,0.1062,0.1322054611192428,1.29,1.1587,0.2433,1.035
5952,41.15,27.84,59.86,36,30,11,0.483,12,56.20300582203113,0.1715,0.34323177763779006,2.07,0.807,0.1689,2.02
5953,143.54,102.56,122.49,18,12,6,0.717,48,30.193617813610928,0.3196,12.461715458028799,39.42,0.0267,0.4599,45.409
5954,70.98,36.99,73.65,24,20,64,0.627,24,8.957799303024977,1.0613,1.6172643974153003,1.51,5.4535,0.2578,9.934
5955,148.76,76.17,155.11,9,6,77,0.607,48,4.2743359171660416,2.231,21.971048639734857,10.03,0.8742,0.5328,93.083
5956,149.93,77.45,169.36,9,6,19,0.993,48,14.703039097362684,0.6368,40.358715193329054,65.86,0.0354,0.7026,102.589
5957,30.92,22.52,6.3,18,16,48,0.48,12,317.52832385766203,0.0299,0.008188420963010208,0.28,2.3426,0.0668,0.104
5958,126.71,63.73,127.83,12,10,6,0.819,48,63.76814638076111,0.1512,13.772491452484076,87.49,0.0082,0.3801,56.353
5959,85.48,56.58,26.19,9,6,76,0.718,24,35.190553808673236,0.2701,0.3573053008742897,1.27,1.8405,0.382,3.952
5960,144.68,82.29,216.95,12,8,40,0.938,48,4.039611785826611,2.3402,50.79529115677633,21.36,0.3682,0.5628,112.919
5961,133.87,82.37,120.27,9,6,40,0.715,48,9.737963792164592,0.9898,11.054910157084743,11.68,0.3235,0.6444,49.24
5962,103.11,72.94,93.83,12,8,10,0.322,48,41.19931322157135,0.228,3.094072260509593,13.38,0.071,0.4322,18.319
5963,82.63,56.11,29.41,12,8,60,0.631,24,30.389692353258198,0.3132,0.5727653153766584,1.8,1.2868,0.4373,3.979
5964,74.2,52.9,99.5,12,14,35,0.338,24,17.191737410533747,0.5549,1.6595226893640724,2.86,1.1527,0.3079,9.899
5965,124.77,88.14,30.97,18,12,75,0.87,48,10.431200082871802,0.925,2.8639426897664917,3.04,1.5005,0.4756,8.879
5966,75.46,51.43,91.15,36,30,34,0.445,24,5.8637578819914395,1.6432,2.957452941550205,1.78,4.473,0.2795,10.216
5967,47.12,33.37,24.98,18,12,59,0.492,12,40.43480448646616,0.2394,0.12016334931998648,0.48,4.7654,0.2891,1.016
5968,32.19,18.71,35.97,36,30,80,0.842,12,18.774452263295178,0.5035,0.08341369087353263,0.17,42.4222,0.1069,0.907
5969,71.36,41.95,34.58,36,24,75,0.614,24,8.669047806226851,1.1106,1.1065159091513133,0.96,7.3888,0.2803,4.236
5970,42.26,29.64,18.36,36,24,52,0.622,12,37.78471260630164,0.2524,0.06299256242764813,0.26,10.3492,0.1293,0.613
5971,89.94,45.15,22.94,24,22,68,0.723,24,24.725447582533963,0.3839,1.2516022131925038,3.11,1.069,0.2397,5.101
5972,69.14,43.48,72.72,24,20,12,0.605,24,38.3720768849146,0.2514,1.7152017476648482,6.8,0.2273,0.2595,7.723
5973,135.26,87.7,58.58,36,24,19,0.746,48,10.164798252795109,0.9356,10.513425792789507,10.91,0.2871,0.4019,22.829
5974,88.81,51.34,86.23,18,16,70,0.853,24,6.648899984877023,1.4576,4.35778542965977,2.85,2.8937,0.3083,16.64
5975,148.89,88.66,82.66,18,16,36,0.347,48,7.4557210239266265,1.2745,17.8584574426782,13.68,0.3247,0.485,43.475
5976,66.15,44.81,44.19,36,30,55,0.367,24,8.924272149123231,1.0764,0.9485121035092187,0.89,7.3698,0.2576,3.846
5977,142.45,100.04,175.65,9,6,19,0.809,48,14.053291344660167,0.6875,15.129448757262262,22.65,0.1113,0.6673,66.402
5978,41.29,21.38,49.0,24,22,79,0.659,12,16.957170887931866,0.5554,0.16872021329435735,0.32,21.0835,0.1346,2.248
5979,134.38,84.7,110.69,36,30,72,0.833,48,1.3820513594708328,6.6064,13.631871294650574,2.02,10.3387,0.239,44.279
5980,65.19,39.63,56.62,36,24,8,0.44,24,62.85765183246531,0.1538,0.9646144910890811,6.44,0.1831,0.1339,5.574
5981,93.99,61.84,140.86,24,20,8,0.338,24,22.531253697593176,0.4253,6.178914342876259,15.2,0.1281,0.3154,25.945
5982,51.44,33.43,52.03,24,20,25,0.486,12,42.39415246567075,0.2249,0.36441309280831025,1.62,1.4307,0.1851,2.923
5983,124.59,79.57,99.33,18,16,17,0.483,48,15.003095408921446,0.635,13.852808530900134,21.68,0.1107,0.4295,33.556
5984,55.43,31.3,31.69,9,6,57,0.633,12,80.87994624816758,0.12,0.20735811931103657,1.65,0.9501,0.359,2.438
5985,69.19,41.67,72.93,12,8,6,0.571,24,167.26007217481305,0.0564,1.0006009003067478,17.25,0.0243,0.2287,8.178
5986,85.67,53.6,88.17,12,8,50,0.695,24,14.217792796722225,0.6613,2.312575587157506,3.38,1.2619,0.4405,14.475
5987,64.38,34.32,20.13,24,22,15,0.705,24,144.2177307964383,0.0649,0.3405691820228739,5.5,0.1133,0.1003,2.196
5988,147.28,88.88,145.15,24,20,77,0.451,48,1.597141713127912,5.8344,29.476386800359204,5.19,3.8228,0.2936,73.592
5989,136.69,91.35,129.9,24,20,42,0.963,48,3.343187722000756,2.9228,20.478659237907152,7.23,1.3572,0.4337,49.369
5990,106.52,77.07,85.46,24,20,45,0.564,48,5.2379639891442356,1.7865,4.817725090563656,2.61,2.7253,0.4038,16.979
5991,107.53,61.81,100.31,18,12,22,0.757,48,13.307321782153164,0.7068,10.34947803968251,14.98,0.2022,0.5023,28.541
5992,45.08,23.79,10.42,36,24,12,0.924,12,326.6987658727894,0.0292,0.04571376977237416,1.59,0.237,0.0382,0.561
5993,67.56,38.71,21.03,12,14,45,0.893,24,85.42466454636632,0.1104,0.2873920017476903,2.69,0.4549,0.1959,2.371
5994,74.4,49.27,26.94,36,24,54,0.303,24,14.695073632563743,0.6439,1.225622011725469,1.87,2.262,0.3324,3.078
5995,53.46,31.92,24.68,24,22,34,0.697,12,58.274539932975884,0.1622,0.24875283096799933,1.5,1.0912,0.1819,1.668
